timestamp,funding_rate
2020-02-01 16:00:00+00:00,0.00052861
2020-02-02 00:00:00+00:00,0.000352
2020-02-02 08:00:00+00:00,0.00016128
2020-02-02 16:00:00+00:00,0.0001
2020-02-03 00:00:00+00:00,0.0001
2020-02-03 08:00:00+00:00,0.0001
2020-02-03 16:00:00+00:00,0.0001
2020-02-04 00:00:00+00:00,0.00036575
2020-02-04 08:00:00+00:00,0.00014722
2020-02-04 16:00:00+00:00,0.00039381
2020-02-05 00:00:00+00:00,0.0001
2020-02-05 08:00:00+00:00,0.0001
2020-02-05 16:00:00+00:00,0.00095515
2020-02-06 00:00:00+00:00,0.00112654
2020-02-06 08:00:00+00:00,0.00077325
2020-02-06 16:00:00+00:00,0.00053238
2020-02-07 00:00:00+00:00,0.00032775
2020-02-07 08:00:00+00:00,0.00014913
2020-02-07 16:00:00+00:00,0.00045718
2020-02-08 00:00:00+00:00,0.00026524
2020-02-08 08:00:00+00:00,0.00027312
2020-02-08 16:00:00+00:00,0.00029946
2020-02-09 00:00:00+00:00,0.00097062
2020-02-09 08:00:00+00:00,0.00063224
2020-02-09 16:00:00+00:00,0.00136228
2020-02-10 00:00:00+00:00,0.00130685
2020-02-10 08:00:00+00:00,0.00193444
2020-02-10 16:00:00+00:00,0.00295694
2020-02-11 00:00:00+00:00,0.0011812
2020-02-11 08:00:00+00:00,0.00150902
2020-02-11 16:00:00+00:00,0.00107512
2020-02-12 00:00:00+00:00,0.0028447
2020-02-12 08:00:00+00:00,0.0036719
2020-02-12 16:00:00+00:00,0.00148984
2020-02-13 00:00:00+00:00,0.00119193
2020-02-13 08:00:00+00:00,0.00141789
2020-02-13 16:00:00+00:00,0.0017895
2020-02-14 00:00:00+00:00,0.00133922
2020-02-14 08:00:00+00:00,0.00081527
2020-02-14 16:00:00+00:00,0.00097804
2020-02-15 00:00:00+00:00,0.00084363
2020-02-15 08:00:00+00:00,0.00099519
2020-02-15 16:00:00+00:00,0.00116429
2020-02-16 00:00:00+00:00,0.00191229
2020-02-16 08:00:00+00:00,0.00042143
2020-02-16 16:00:00+00:00,0.00063291
2020-02-17 00:00:00+00:00,0.0006537
2020-02-17 08:00:00+00:00,0.00052153
2020-02-17 16:00:00+00:00,0.00088411
2020-02-18 00:00:00+00:00,0.00024205
2020-02-18 08:00:00+00:00,0.00012422
2020-02-18 16:00:00+00:00,0.00023619
2020-02-19 00:00:00+00:00,0.0007174
2020-02-19 08:00:00+00:00,0.00095567
2020-02-19 16:00:00+00:00,0.00068394
2020-02-20 00:00:00+00:00,0.0001949
2020-02-20 08:00:00+00:00,0.0001
2020-02-20 16:00:00+00:00,0.00053851
2020-02-21 00:00:00+00:00,0.00069899
2020-02-21 08:00:00+00:00,0.0005353
2020-02-21 16:00:00+00:00,0.0005742
2020-02-22 00:00:00+00:00,0.00051605
2020-02-22 08:00:00+00:00,0.00056424
2020-02-22 16:00:00+00:00,0.00045883
2020-02-23 00:00:00+00:00,0.00077311
2020-02-23 08:00:00+00:00,0.00043317
2020-02-23 16:00:00+00:00,0.00048157
2020-02-24 00:00:00+00:00,0.00054128
2020-02-24 08:00:00+00:00,0.00037142
2020-02-24 16:00:00+00:00,0.00020954
2020-02-25 00:00:00+00:00,0.00031422
2020-02-25 08:00:00+00:00,0.00040545
2020-02-25 16:00:00+00:00,0.00052084
2020-02-26 00:00:00+00:00,0.00047129
2020-02-26 08:00:00+00:00,0.00079802
2020-02-26 16:00:00+00:00,0.00071497
2020-02-27 00:00:00+00:00,0.0001
2020-02-27 08:00:00+00:00,0.00025833
2020-02-27 16:00:00+00:00,0.00010335
2020-02-28 00:00:00+00:00,0.00012465
2020-02-28 08:00:00+00:00,0.00025289
2020-02-28 16:00:00+00:00,0.00030522
2020-02-29 00:00:00+00:00,0.00040998
2020-02-29 08:00:00+00:00,0.00055451
2020-02-29 16:00:00+00:00,0.00047771
2020-03-01 00:00:00+00:00,0.00032216
2020-03-01 08:00:00+00:00,0.00018986
2020-03-01 16:00:00+00:00,0.00015628
2020-03-02 00:00:00+00:00,0.00014747
2020-03-02 08:00:00+00:00,0.00015638
2020-03-02 16:00:00+00:00,0.0001
2020-03-03 00:00:00+00:00,0.0001
2020-03-03 08:00:00+00:00,0.0001
2020-03-03 16:00:00+00:00,0.00031403
2020-03-04 00:00:00+00:00,0.00030731
2020-03-04 08:00:00+00:00,0.00030432
2020-03-04 16:00:00+00:00,0.00032821
2020-03-05 00:00:00+00:00,0.00029022
2020-03-05 08:00:00+00:00,0.00039893
2020-03-05 16:00:00+00:00,0.00036018
2020-03-06 00:00:00+00:00,0.0003738
2020-03-06 08:00:00+00:00,0.0001
2020-03-06 16:00:00+00:00,0.0001
2020-03-07 00:00:00+00:00,0.0001
2020-03-07 08:00:00+00:00,0.0001
2020-03-07 16:00:00+00:00,0.00013739
2020-03-08 00:00:00+00:00,0.00032347
2020-03-08 08:00:00+00:00,0.0004582
2020-03-08 16:00:00+00:00,0.00037933
2020-03-09 00:00:00+00:00,0.0001
2020-03-09 08:00:00+00:00,0.00011432
2020-03-09 16:00:00+00:00,0.00016188
2020-03-10 00:00:00+00:00,0.00025018
2020-03-10 08:00:00+00:00,0.0001
2020-03-10 16:00:00+00:00,0.00025409
2020-03-11 00:00:00+00:00,0.0001
2020-03-11 08:00:00+00:00,0.00016304
2020-03-11 16:00:00+00:00,0.00037247
2020-03-12 00:00:00+00:00,0.00036391
2020-03-12 08:00:00+00:00,0.00054526
2020-03-12 16:00:00+00:00,0.0001
2020-03-13 00:00:00+00:00,0.0001
2020-03-13 08:00:00+00:00,-0.00281778
2020-03-13 16:00:00+00:00,-0.00027991
2020-03-14 00:00:00+00:00,0.0001
2020-03-14 08:00:00+00:00,0.0001
2020-03-14 16:00:00+00:00,0.0001
2020-03-15 00:00:00+00:00,0.0001
2020-03-15 08:00:00+00:00,0.0001
2020-03-15 16:00:00+00:00,0.0001
2020-03-16 00:00:00+00:00,0.0001
2020-03-16 08:00:00+00:00,0.0001
2020-03-16 16:00:00+00:00,-0.00022932
2020-03-17 00:00:00+00:00,0.0001
2020-03-17 08:00:00+00:00,0.0001
2020-03-17 16:00:00+00:00,0.0001
2020-03-18 00:00:00+00:00,0.0001
2020-03-18 08:00:00+00:00,0.0001
2020-03-18 16:00:00+00:00,0.0001
2020-03-19 00:00:00+00:00,0.0001
2020-03-19 08:00:00+00:00,0.0001
2020-03-19 16:00:00+00:00,0.0001
2020-03-20 00:00:00+00:00,0.0001
2020-03-20 08:00:00+00:00,0.0001
2020-03-20 16:00:00+00:00,0.0001
2020-03-21 00:00:00+00:00,0.0001
2020-03-21 08:00:00+00:00,0.0001
2020-03-21 16:00:00+00:00,0.0001
2020-03-22 00:00:00+00:00,0.0001
2020-03-22 08:00:00+00:00,0.0001
2020-03-22 16:00:00+00:00,0.0001
2020-03-23 00:00:00+00:00,0.0001
2020-03-23 08:00:00+00:00,0.0001
2020-03-23 16:00:00+00:00,0.0001
2020-03-24 00:00:00+00:00,0.0001
2020-03-24 08:00:00+00:00,0.0001
2020-03-24 16:00:00+00:00,0.0001
2020-03-25 00:00:00+00:00,0.0001
2020-03-25 08:00:00+00:00,0.0001
2020-03-25 16:00:00+00:00,0.0001
2020-03-26 00:00:00+00:00,0.0001
2020-03-26 08:00:00+00:00,0.0001
2020-03-26 16:00:00+00:00,0.0001
2020-03-27 00:00:00+00:00,0.0001
2020-03-27 08:00:00+00:00,0.0001
2020-03-27 16:00:00+00:00,0.0001
2020-03-28 00:00:00+00:00,0.0001
2020-03-28 08:00:00+00:00,-2.715e-05
2020-03-28 16:00:00+00:00,0.0001
2020-03-29 00:00:00+00:00,0.0001
2020-03-29 08:00:00+00:00,0.0001
2020-03-29 16:00:00+00:00,0.0001
2020-03-30 00:00:00+00:00,0.0001
2020-03-30 08:00:00+00:00,-9.91e-05
2020-03-30 16:00:00+00:00,0.0001
2020-03-31 00:00:00+00:00,0.0001
2020-03-31 08:00:00+00:00,0.0001
2020-03-31 16:00:00+00:00,0.0001
2020-04-01 00:00:00+00:00,0.0001
2020-04-01 08:00:00+00:00,0.0001
2020-04-01 16:00:00+00:00,-7.368e-05
2020-04-02 00:00:00+00:00,-5.17e-05
2020-04-02 08:00:00+00:00,0.0001
2020-04-02 16:00:00+00:00,0.0001
2020-04-03 00:00:00+00:00,0.0001
2020-04-03 08:00:00+00:00,0.0001
2020-04-03 16:00:00+00:00,0.0001
2020-04-04 00:00:00+00:00,4.881e-05
2020-04-04 08:00:00+00:00,0.0001
2020-04-04 16:00:00+00:00,0.0001
2020-04-05 00:00:00+00:00,0.0001
2020-04-05 08:00:00+00:00,3.554e-05
2020-04-05 16:00:00+00:00,0.0001
2020-04-06 00:00:00+00:00,0.0001
2020-04-06 08:00:00+00:00,7.54e-05
2020-04-06 16:00:00+00:00,5.027e-05
2020-04-07 00:00:00+00:00,-0.00014221
2020-04-07 08:00:00+00:00,-8.712e-05
2020-04-07 16:00:00+00:00,8.758e-05
2020-04-08 00:00:00+00:00,0.0001
2020-04-08 08:00:00+00:00,0.0001
2020-04-08 16:00:00+00:00,0.0001
2020-04-09 00:00:00+00:00,0.0001
2020-04-09 08:00:00+00:00,0.0001
2020-04-09 16:00:00+00:00,0.0001
2020-04-10 00:00:00+00:00,0.0001
2020-04-10 08:00:00+00:00,0.0001
2020-04-10 16:00:00+00:00,0.0001
2020-04-11 00:00:00+00:00,-6.9e-06
2020-04-11 08:00:00+00:00,9.267e-05
2020-04-11 16:00:00+00:00,0.0001
2020-04-12 00:00:00+00:00,0.0001
2020-04-12 08:00:00+00:00,1.985e-05
2020-04-12 16:00:00+00:00,0.0001
2020-04-13 00:00:00+00:00,0.0001
2020-04-13 08:00:00+00:00,0.0001
2020-04-13 16:00:00+00:00,0.0001
2020-04-14 00:00:00+00:00,0.0001
2020-04-14 08:00:00+00:00,0.0001
2020-04-14 16:00:00+00:00,0.0001
2020-04-15 00:00:00+00:00,0.0001
2020-04-15 08:00:00+00:00,0.0001
2020-04-15 16:00:00+00:00,0.0001
2020-04-16 00:00:00+00:00,0.0001
2020-04-16 08:00:00+00:00,-2.526e-05
2020-04-16 16:00:00+00:00,0.0001
2020-04-17 00:00:00+00:00,0.0001
2020-04-17 08:00:00+00:00,0.0001
2020-04-17 16:00:00+00:00,0.0001
2020-04-18 00:00:00+00:00,0.0001
2020-04-18 08:00:00+00:00,9.454e-05
2020-04-18 16:00:00+00:00,0.0001
2020-04-19 00:00:00+00:00,0.0001
2020-04-19 08:00:00+00:00,0.0001
2020-04-19 16:00:00+00:00,0.0001
2020-04-20 00:00:00+00:00,0.0001
2020-04-20 08:00:00+00:00,0.0001
2020-04-20 16:00:00+00:00,0.0001
2020-04-21 00:00:00+00:00,0.0001
2020-04-21 08:00:00+00:00,0.0001
2020-04-21 16:00:00+00:00,0.0001
2020-04-22 00:00:00+00:00,0.0001
2020-04-22 08:00:00+00:00,0.0001
2020-04-22 16:00:00+00:00,0.0001
2020-04-23 00:00:00+00:00,0.0001
2020-04-23 08:00:00+00:00,0.0001
2020-04-23 16:00:00+00:00,0.0001
2020-04-24 00:00:00+00:00,0.0001
2020-04-24 08:00:00+00:00,0.0001
2020-04-24 16:00:00+00:00,0.0001
2020-04-25 00:00:00+00:00,0.0001
2020-04-25 08:00:00+00:00,0.0001
2020-04-25 16:00:00+00:00,0.0001
2020-04-26 00:00:00+00:00,0.0001
2020-04-26 08:00:00+00:00,0.0001
2020-04-26 16:00:00+00:00,0.0001
2020-04-27 00:00:00+00:00,0.0001
2020-04-27 08:00:00+00:00,0.0001
2020-04-27 16:00:00+00:00,0.0001
2020-04-28 00:00:00+00:00,0.0001
2020-04-28 08:00:00+00:00,0.0001
2020-04-28 16:00:00+00:00,0.0001
2020-04-29 00:00:00+00:00,0.0001
2020-04-29 08:00:00+00:00,0.0001
2020-04-29 16:00:00+00:00,0.0001
2020-04-30 00:00:00+00:00,0.0001
2020-04-30 08:00:00+00:00,0.00040543
2020-04-30 16:00:00+00:00,0.0001
2020-05-01 00:00:00+00:00,0.0001
2020-05-01 08:00:00+00:00,0.0001963
2020-05-01 16:00:00+00:00,0.00033541
2020-05-02 00:00:00+00:00,0.00020286
2020-05-02 08:00:00+00:00,0.00028799
2020-05-02 16:00:00+00:00,0.00065493
2020-05-03 00:00:00+00:00,0.0002053
2020-05-03 08:00:00+00:00,0.00033679
2020-05-03 16:00:00+00:00,0.00030318
2020-05-04 00:00:00+00:00,0.0001
2020-05-04 08:00:00+00:00,0.00020259
2020-05-04 16:00:00+00:00,0.00018353
2020-05-05 00:00:00+00:00,0.00021158
2020-05-05 08:00:00+00:00,0.00033589
2020-05-05 16:00:00+00:00,0.0001
2020-05-06 00:00:00+00:00,0.0001
2020-05-06 08:00:00+00:00,0.00023099
2020-05-06 16:00:00+00:00,0.00058198
2020-05-07 00:00:00+00:00,0.0001
2020-05-07 08:00:00+00:00,0.0001
2020-05-07 16:00:00+00:00,0.00010111
2020-05-08 00:00:00+00:00,0.000687
2020-05-08 08:00:00+00:00,0.00027607
2020-05-08 16:00:00+00:00,0.00021374
2020-05-09 00:00:00+00:00,0.00039213
2020-05-09 08:00:00+00:00,0.00018668
2020-05-09 16:00:00+00:00,0.000217
2020-05-10 00:00:00+00:00,0.00015215
2020-05-10 08:00:00+00:00,0.0001
2020-05-10 16:00:00+00:00,0.0001
2020-05-11 00:00:00+00:00,0.0001
2020-05-11 08:00:00+00:00,0.0001
2020-05-11 16:00:00+00:00,0.0001
2020-05-12 00:00:00+00:00,0.0001
2020-05-12 08:00:00+00:00,0.0001
2020-05-12 16:00:00+00:00,0.0001
2020-05-13 00:00:00+00:00,0.0001
2020-05-13 08:00:00+00:00,0.0001
2020-05-13 16:00:00+00:00,0.0001
2020-05-14 00:00:00+00:00,0.0001
2020-05-14 08:00:00+00:00,0.0001
2020-05-14 16:00:00+00:00,0.0001
2020-05-15 00:00:00+00:00,4.486e-05
2020-05-15 08:00:00+00:00,-3.957e-05
2020-05-15 16:00:00+00:00,0.0001
2020-05-16 00:00:00+00:00,0.0001
2020-05-16 08:00:00+00:00,-5.47e-05
2020-05-16 16:00:00+00:00,0.0001
2020-05-17 00:00:00+00:00,0.0001
2020-05-17 08:00:00+00:00,-4.057e-05
2020-05-17 16:00:00+00:00,0.0001
2020-05-18 00:00:00+00:00,0.0001
2020-05-18 08:00:00+00:00,0.0001
2020-05-18 16:00:00+00:00,0.0001
2020-05-19 00:00:00+00:00,0.0001
2020-05-19 08:00:00+00:00,0.0001
2020-05-19 16:00:00+00:00,0.0001
2020-05-20 00:00:00+00:00,0.0001
2020-05-20 08:00:00+00:00,0.0001
2020-05-20 16:00:00+00:00,0.0001
2020-05-21 00:00:00+00:00,0.0001
2020-05-21 08:00:00+00:00,0.0001
2020-05-21 16:00:00+00:00,0.0001
2020-05-22 00:00:00+00:00,3.518e-05
2020-05-22 08:00:00+00:00,0.0001
2020-05-22 16:00:00+00:00,0.0001
2020-05-23 00:00:00+00:00,0.0001
2020-05-23 08:00:00+00:00,0.0001
2020-05-23 16:00:00+00:00,0.0001
2020-05-24 00:00:00+00:00,0.0001
2020-05-24 08:00:00+00:00,0.0001
2020-05-24 16:00:00+00:00,0.0001
2020-05-25 00:00:00+00:00,0.0001
2020-05-25 08:00:00+00:00,0.0001
2020-05-25 16:00:00+00:00,0.0001
2020-05-26 00:00:00+00:00,0.0001
2020-05-26 08:00:00+00:00,0.0001
2020-05-26 16:00:00+00:00,0.0001
2020-05-27 00:00:00+00:00,0.0001
2020-05-27 08:00:00+00:00,0.0001
2020-05-27 16:00:00+00:00,0.0001
2020-05-28 00:00:00+00:00,0.0001
2020-05-28 08:00:00+00:00,0.0001
2020-05-28 16:00:00+00:00,0.0001
2020-05-29 00:00:00+00:00,0.0001
2020-05-29 08:00:00+00:00,0.0001
2020-05-29 16:00:00+00:00,0.0001
2020-05-30 00:00:00+00:00,0.0001
2020-05-30 08:00:00+00:00,0.0001
2020-05-30 16:00:00+00:00,0.0001
2020-05-31 00:00:00+00:00,0.0001
2020-05-31 08:00:00+00:00,0.0001
2020-05-31 16:00:00+00:00,0.0001
2020-06-01 00:00:00+00:00,0.0001
2020-06-01 08:00:00+00:00,0.0001
2020-06-01 16:00:00+00:00,0.0001
2020-06-02 00:00:00+00:00,0.00034764
2020-06-02 08:00:00+00:00,0.00018222
2020-06-02 16:00:00+00:00,0.0001
2020-06-03 00:00:00+00:00,0.0001
2020-06-03 08:00:00+00:00,0.0001
2020-06-03 16:00:00+00:00,0.0001
2020-06-04 00:00:00+00:00,0.0001
2020-06-04 08:00:00+00:00,0.0001
2020-06-04 16:00:00+00:00,0.0001
2020-06-05 00:00:00+00:00,0.0001
2020-06-05 08:00:00+00:00,0.0001
2020-06-05 16:00:00+00:00,0.0001
2020-06-06 00:00:00+00:00,0.0001
2020-06-06 08:00:00+00:00,0.0001
2020-06-06 16:00:00+00:00,0.0001
2020-06-07 00:00:00+00:00,0.0001
2020-06-07 08:00:00+00:00,0.0001
2020-06-07 16:00:00+00:00,0.0001
2020-06-08 00:00:00+00:00,0.0001
2020-06-08 08:00:00+00:00,0.0002108
2020-06-08 16:00:00+00:00,0.00023671
2020-06-09 00:00:00+00:00,0.00021431
2020-06-09 08:00:00+00:00,0.0001
2020-06-09 16:00:00+00:00,0.00012471
2020-06-10 00:00:00+00:00,0.0001
2020-06-10 08:00:00+00:00,0.0001
2020-06-10 16:00:00+00:00,0.0001
2020-06-11 00:00:00+00:00,0.00023457
2020-06-11 08:00:00+00:00,0.0001
2020-06-11 16:00:00+00:00,0.0001
2020-06-12 00:00:00+00:00,0.0001
2020-06-12 08:00:00+00:00,0.0001
2020-06-12 16:00:00+00:00,0.0001
2020-06-13 00:00:00+00:00,0.0001
2020-06-13 08:00:00+00:00,0.0001
2020-06-13 16:00:00+00:00,0.0001
2020-06-14 00:00:00+00:00,0.0001
2020-06-14 08:00:00+00:00,0.0001
2020-06-14 16:00:00+00:00,0.0001
2020-06-15 00:00:00+00:00,0.0001
2020-06-15 08:00:00+00:00,0.0001
2020-06-15 16:00:00+00:00,0.0001
2020-06-16 00:00:00+00:00,0.0001
2020-06-16 08:00:00+00:00,0.0001
2020-06-16 16:00:00+00:00,0.0001
2020-06-17 00:00:00+00:00,0.0001
2020-06-17 08:00:00+00:00,0.0001
2020-06-17 16:00:00+00:00,0.0001
2020-06-18 00:00:00+00:00,0.0001
2020-06-18 08:00:00+00:00,0.0001
2020-06-18 16:00:00+00:00,0.0001
2020-06-19 00:00:00+00:00,0.0001
2020-06-19 08:00:00+00:00,0.0001
2020-06-19 16:00:00+00:00,0.0001
2020-06-20 00:00:00+00:00,0.0001
2020-06-20 08:00:00+00:00,0.0001
2020-06-20 16:00:00+00:00,0.0001
2020-06-21 00:00:00+00:00,0.0001
2020-06-21 08:00:00+00:00,0.0001
2020-06-21 16:00:00+00:00,0.0001
2020-06-22 00:00:00+00:00,0.0001
2020-06-22 08:00:00+00:00,0.0001
2020-06-22 16:00:00+00:00,0.0001
2020-06-23 00:00:00+00:00,0.0001
2020-06-23 08:00:00+00:00,0.0001
2020-06-23 16:00:00+00:00,0.0001
2020-06-24 00:00:00+00:00,0.0001
2020-06-24 08:00:00+00:00,0.0001
2020-06-24 16:00:00+00:00,0.0001
2020-06-25 00:00:00+00:00,0.0001
2020-06-25 08:00:00+00:00,0.0001
2020-06-25 16:00:00+00:00,0.0001
2020-06-26 00:00:00+00:00,0.0001
2020-06-26 08:00:00+00:00,0.0001
2020-06-26 16:00:00+00:00,0.0001
2020-06-27 00:00:00+00:00,0.0001
2020-06-27 08:00:00+00:00,0.0001
2020-06-27 16:00:00+00:00,0.0001
2020-06-28 00:00:00+00:00,0.0001
2020-06-28 08:00:00+00:00,0.0001
2020-06-28 16:00:00+00:00,0.0001
2020-06-29 00:00:00+00:00,0.0001
2020-06-29 08:00:00+00:00,0.0001
2020-06-29 16:00:00+00:00,0.0001
2020-06-30 00:00:00+00:00,0.0001
2020-06-30 08:00:00+00:00,0.0001
2020-06-30 16:00:00+00:00,0.0001
2020-07-01 00:00:00+00:00,0.0001
2020-07-01 08:00:00+00:00,0.0001
2020-07-01 16:00:00+00:00,0.0001
2020-07-02 00:00:00+00:00,0.0001
2020-07-02 08:00:00+00:00,0.0001
2020-07-02 16:00:00+00:00,0.0001
2020-07-03 00:00:00+00:00,0.0001
2020-07-03 08:00:00+00:00,0.0001
2020-07-03 16:00:00+00:00,0.0001
2020-07-04 00:00:00+00:00,0.0001
2020-07-04 08:00:00+00:00,0.0001
2020-07-04 16:00:00+00:00,0.0001
2020-07-05 00:00:00+00:00,0.0001
2020-07-05 08:00:00+00:00,0.0001
2020-07-05 16:00:00+00:00,0.0001
2020-07-06 00:00:00+00:00,0.0001
2020-07-06 08:00:00+00:00,0.0001
2020-07-06 16:00:00+00:00,0.0001
2020-07-07 00:00:00+00:00,0.0001
2020-07-07 08:00:00+00:00,0.0001
2020-07-07 16:00:00+00:00,0.0001
2020-07-08 00:00:00+00:00,0.0001
2020-07-08 08:00:00+00:00,0.0001
2020-07-08 16:00:00+00:00,0.0001
2020-07-09 00:00:00+00:00,0.00011645
2020-07-09 08:00:00+00:00,0.00011218
2020-07-09 16:00:00+00:00,0.00010104
2020-07-10 00:00:00+00:00,0.0001
2020-07-10 08:00:00+00:00,0.0001
2020-07-10 16:00:00+00:00,0.0001
2020-07-11 00:00:00+00:00,0.0001
2020-07-11 08:00:00+00:00,0.0001
2020-07-11 16:00:00+00:00,0.0001
2020-07-12 00:00:00+00:00,0.0001
2020-07-12 08:00:00+00:00,0.0001
2020-07-12 16:00:00+00:00,0.0001
2020-07-13 00:00:00+00:00,0.0001
2020-07-13 08:00:00+00:00,0.0001
2020-07-13 16:00:00+00:00,0.00012899
2020-07-14 00:00:00+00:00,0.0001
2020-07-14 08:00:00+00:00,0.0001
2020-07-14 16:00:00+00:00,0.0001
2020-07-15 00:00:00+00:00,0.0001
2020-07-15 08:00:00+00:00,0.0001
2020-07-15 16:00:00+00:00,0.0001
2020-07-16 00:00:00+00:00,0.0001
2020-07-16 08:00:00+00:00,0.0001
2020-07-16 16:00:00+00:00,0.0001
2020-07-17 00:00:00+00:00,0.0001
2020-07-17 08:00:00+00:00,0.0001
2020-07-17 16:00:00+00:00,0.0001
2020-07-18 00:00:00+00:00,0.0001
2020-07-18 08:00:00+00:00,0.0001
2020-07-18 16:00:00+00:00,0.0001
2020-07-19 00:00:00+00:00,0.0001
2020-07-19 08:00:00+00:00,0.0001
2020-07-19 16:00:00+00:00,0.0001
2020-07-20 00:00:00+00:00,0.0001
2020-07-20 08:00:00+00:00,0.0001
2020-07-20 16:00:00+00:00,0.0001
2020-07-21 00:00:00+00:00,0.0001
2020-07-21 08:00:00+00:00,0.0001
2020-07-21 16:00:00+00:00,0.0001
2020-07-22 00:00:00+00:00,0.0001
2020-07-22 08:00:00+00:00,0.0001
2020-07-22 16:00:00+00:00,0.0001
2020-07-23 00:00:00+00:00,0.00055183
2020-07-23 08:00:00+00:00,0.00079591
2020-07-23 16:00:00+00:00,0.00047433
2020-07-24 00:00:00+00:00,0.00058285
2020-07-24 08:00:00+00:00,0.0009435
2020-07-24 16:00:00+00:00,0.00042763
2020-07-25 00:00:00+00:00,0.00032733
2020-07-25 08:00:00+00:00,0.00019115
2020-07-25 16:00:00+00:00,0.00023376
2020-07-26 00:00:00+00:00,0.00039999
2020-07-26 08:00:00+00:00,0.00091914
2020-07-26 16:00:00+00:00,0.00090981
